,Unnamed: 0.1,Unnamed: 0,Weatherfile,in.weather_file_city,in.state,power_grid,in.weather_file_latitude,in.weather_file_longitude,in.ashrae_iecc_climate_zone_2004,County_name,zipcode,tz,count,Res_state,Com_state,Res_Simu,Com_Simu,Res_total,Com_total
14,162,,G0501310,Fort Smith Regional Ap,AR,MISO,35.33,-94.37,3A,"AR, Sebastian County",72903,360,231,18374,11694,3241552.046,122914904.5,2802.450483,1676.27548
12,163,,G0500510,Hot Springs-Meml Field AP,AR,MISO,34.467,-93.1,3A,"AR, Garland County",71913,360,209,18374,11694,2717216.997,82998606.5,2349.142009,1131.909344
147,164,,G4601350,Chan Gurney Muni,SD,SPP,42.92,-97.38,5A,"SD, Yankton County",57078,360,40,5246,5033,669507.4674,14908595.23,513.9985444,356.4142236
120,165,,G3600650,Utica Oneida County Ap,NY,NYISO,43.15,-75.38,6A,"NY, Oneida County",13440,300,429,50113,71422,3109932.276,181941102,4590.606414,4168.450137
181,166,,G5600230,Jackson Hole,WY,Northwest,43.6,-110.73,7B,"WY, Lincoln County",83127,420,37,2948,5046,383407.7658,3330630.953,384.6395917,141.3532897
55,167,,G1801630,Evansville Regional Ap,IN,MISO,38.05,-87.53,4A,"IN, Vanderburgh County",47714,360,343,31739,23016,4376761.146,205270091.1,3918.991703,3232.572089
99,168,,G3200050,Truckee Tahoe,NV,Northwest,39.32,-120.13,5B,"NV, Douglas County",89460,480,98,13509,12367,697321.7666,15356336.9,173.3124553,95.4230668
103,169,,G3205100,Reno Tahoe International Ap,NV,Northwest,39.48,-119.77,5B,"NV, Carson City",89701,480,97,13509,12367,804489.8096,39154186.72,199.9480166,243.3010293
100,170,,G3200190,Reno Tahoe International Ap,NV,Northwest,39.48,-119.77,5B,"NV, Lyon County",89408,480,93,13509,12367,785294.908,16228299.13,195.1773129,100.8413713
101,171,,G3200230,Mercury Desert Rock Ap  Surfra,NV,Northwest,36.63,-116.02,5B,"NV, Nye County",89048,480,90,13509,12367,981538.3164,12166377.14,243.9516788,75.60090834
57,172,,G1900330,Mason City Municipal Arpt,IA,MISO,43.15,-93.33,6A,"IA, Cerro Gordo County",50401,360,92,14582,12601,893939.9161,23675768.33,740.8675296,436.997262
21,173,,G0600750,San Francisco Intl Ap,CA,CAISO,37.62,-122.4,3C,"CA, San Francisco County",94109,480,1586,82821,112936,7624681.451,908728655.5,2423.520672,5032.28489
23,174,,G0601110,Camarillo  Awos,CA,CAISO,34.22,-119.08,3C,"CA, Ventura County",93065,480,1176,82821,112936,8099005.144,445871989.8,2574.285432,2469.114255
157,175,,G4801410,El Paso International Ap  Ut,TX,ERCOT,31.77,-106.5,3B,"TX, El Paso County",79936,420,1179,168611,165792,14167319.73,555251231.8,8555.004949,7761.631477
179,176,,G5500850,Rhinelander-Oneida County AP,WI,MISO,45.633,-89.467,7A,"WI, Oneida County",54501,360,126,22219,23213,711099.2231,17624495.09,683.7827164,312.7920062
80,177,,G2700350,Brainerd Wieland,MN,MISO,46.4,-94.13,7A,"MN, Crow Wing County",56401,360,169,23023,22614,1591369.38,46180718.73,1087.375587,622.5086118
51,178,,G1701630,Cahokia St  Louis,IL,MISO,38.57,-90.15,4A,"IL, St. Clair County",62269,360,488,43320,45576,6099902.824,167555505.9,2752.354035,1658.882236
91,179,,G2900210,St Joseph-Rosecrans Meml AP,MO,MISO,39.767,-94.9,5A,"MO, Buchanan County",64506,360,159,5756,5063,2279811.57,55325313.3,320.9060819,138.2141957
7,180,,G0400050,Flagstaff Pulliam Arpt,AZ,Southwest,35.13,-111.67,5B,"AZ, Coconino County",86001,420,266,38992,32620,1872716.874,66181501.79,627.2988278,680.0780932
26,181,,G0801170,Leadville-Lake County AP,CO,Southwest,39.217,-106.317,7B,"CO, Summit County",80424,420,125,19999,20698,747826.6704,24826028.88,717.8862674,593.3347966
60,182,,G2000510,Hays Muni  Awos,KS,SPP,38.85,-99.27,5A,"KS, Ellis County",67601,360,54,13815,15727,641151.8232,24267700.55,359.0544903,347.8781784
